,Asset_Class_ID,Asset_Type,Material,DIAMETER,Community,Quantity_Length,Install_Date,Source,Edited_Date,Asset_Class,Asset_Owner,Category,Potable,Fail
17,68,Water Main,PE100,180,Taupo,11.22,2015-03-26 00:00:00+00:00,Cheal Consultants,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
18,68,Rider Main,PE100,40,Taupo,27.41,2015-03-26 00:00:00+00:00,Cheal Consultants,2017-12-12 15:48:54+00:00,Water_Main,Public ,Taupo,Yes,0
19,68,Water Main,PE100,125,Taupo,24.15,2015-03-26 00:00:00+00:00,Cheal Consultants,2017-12-12 17:04:39+00:00,Water_Main,Public ,Taupo,Yes,0
20,68,Water Main,PE100,225,Taupo,612.47,2016-02-17 00:00:00+00:00,Central Surveys,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
21,68,Water Main,PE100,180,Taupo,93.39,2016-02-17 00:00:00+00:00,Central Surveys,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
22,68,Water Main,PE100,180,Taupo,70.44,2016-02-17 00:00:00+00:00,Central Surveys,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
23,68,Water Main,uPVC,150,Taupo - North,60.91,2016-06-28 00:00:00+00:00,Cheal Consultants Ltd.,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
24,68,Intake Main,AC,200,Mangakino,271.83,1960-07-01 00:00:01+00:00,09 Unknown,2019-11-26 12:15:30+00:00,Water_Main,Treatment,Mangakino,No,0
25,68,Rider Main,PE,63,Kinloch,214.87,2017-03-07 16:24:16+00:00,Plateau Consultants As Built Drawings,2018-08-09 09:26:57+00:00,Water_Main,Public ,Kinloch,Yes,0
26,68,Rider Main,PE80,40,Kinloch,2.37,2017-03-07 16:29:47+00:00,Plateau Consultants As Built Drawings,2018-08-09 09:17:02+00:00,Water_Main,Public ,Kinloch,Yes,0
27,68,Rider Main,PE80,40,Kinloch,60.26,2017-03-07 16:37:17+00:00,Plateau Consultants As Built Drawings,2018-08-09 09:15:50+00:00,Water_Main,Public ,Kinloch,Yes,0
28,68,Rider Main,PE80,40,Kinloch,2.17,2017-03-07 16:44:42+00:00,Plateau Consultants As Built Drawings,2018-08-09 09:39:49+00:00,Water_Main,Public ,Kinloch,Yes,0
29,68,Rider Main,PE,40,Kinloch,44.79,2017-03-07 16:50:00+00:00,Plateau Consultants As Built Drawings,2018-08-09 09:28:21+00:00,Water_Main,Public ,Kinloch,Yes,0
31,68,Rider Main,MDPE,50,Taupo,2.55,2016-08-18 13:21:35+00:00,Plateau Consultants AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
32,68,Rider Main,MDPE,50,Taupo,23.69,2016-08-18 13:24:35+00:00,Plateau Consultants AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
33,68,Water Main,DI,150,Kinloch,3.82,2017-03-23 11:39:52+00:00,Waipa Civil AsBuilt Drawings,2020-04-08 15:03:56+00:00,Water_Main,Public ,Kinloch,Yes,0
34,68,Rider Main,PE100,125,Kinloch,0.43,2017-03-23 14:39:29+00:00,Waipa Civil AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Kinloch,Yes,0
35,68,Water Main,uPVC,100,Kinloch,0.58,2014-05-27 17:05:14+00:00,Cheal Consultants AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Kinloch,Yes,0
36,68,Rider Main,MDPE,50,Taupo,0.5,2016-11-28 00:00:00+00:00,Cheal Consultants AsBuilt drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
37,68,Rider Main,MDPE,50,Taupo,0.47,2016-11-28 00:00:00+00:00,Cheal Consultants AsBuilt drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
38,68,Water Main,PVC,150,Taupo,31.15,2016-11-28 00:00:00+00:00,Cheal Consultants AsBuilt drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
39,68,Water Main,uPVC,150,Taupo - North,123.9,2016-06-28 00:00:00+00:00,Cheal Consultants Ltd.,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
40,68,Water Main,uPVC,150,Taupo,0.3,2016-06-28 00:00:00+00:00,Cheal Consultants Ltd.,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
41,68,Water Main,uPVC,150,Taupo - North,5.08,2016-06-28 00:00:00+00:00,Cheal Consultants Ltd.,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
42,68,Water Main,uPVC,150,Taupo - North,52.8,2016-06-28 00:00:00+00:00,Cheal Consultants Ltd.,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
43,68,Water Main,uPVC,150,Taupo,115.86,2016-06-28 00:00:00+00:00,Cheal Consultants Ltd.,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
44,68,Rider Main,MDPE,50,Taupo - North,0.65,2016-06-28 00:00:00+00:00,Cheal Consultants Ltd.,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
45,68,Water Main,AC,150,Taupo - North,142.64,1984-08-01 00:00:00+00:00,07 As-Built Plan Digitised (High Error),2018-08-20 17:15:54+00:00,Water_Main,Public ,Taupo,Yes,0
46,68,Water Main,AC,100,Omori,0.37,1994-07-01 13:57:46+00:00,Mel Montesa/ Central Surveys As Built for 94 - 96 Omori Rd,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Omori,Yes,0
47,68,Water Main,AC,100,Omori,25.68,1994-07-01 14:17:38+00:00,Mel Montesa/ Central Surveys AsBuilt for 94 - 96 Omori Road,2018-09-19 09:25:11+00:00,Water_Main,Public ,Omori,Yes,0
48,68,Water Main,AC,100,Omori,4.17,1994-07-01 14:17:38+00:00,Mel Montesa/ Central Surveys AsBuilt for 94 - 96 Omori Road,2017-11-27 09:38:16+00:00,Water_Main,Public ,Omori,Yes,0
49,68,Rider Main,PVC,40,Omori,2.66,1994-07-01 14:17:38+00:00,Mel Montesa/ Central Surveys AsBuilt for 94 - 96 Omori Road,2017-11-27 09:35:10+00:00,Water_Main,Public ,Omori,Yes,0
50,68,Rider Main,MDPE,50,Omori,1.59,2017-02-24 10:54:29+00:00,Central Surveys AsBuilt drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Omori,Yes,0
51,68,Water Main,AC,200,Acacia Bay,1.09,1972-07-01 00:00:00+00:00,06 As-Built Plan Digitised (Low Error),2017-12-21 16:07:42+00:00,Water_Main,Public ,Acacia Bay,Yes,0
52,68,Water Main,MDPE,150,Taupo,30.04,2016-12-01 00:00:00+00:00,TLDC AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
53,68,Water Main,PVC O,150,Taupo,0.48,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
54,68,Water Main,PVC O,150,Taupo,0.77,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
55,68,Water Main,PVC O,150,Taupo,36.71,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
56,68,Water Main,PVC O,150,Taupo,39.84,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
57,68,Water Main,PVC O,100,Taupo,0.18,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
58,68,Water Main,PVC O,100,Taupo,0.11,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
59,68,Water Main,PVC O,100,Taupo,34.97,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
60,68,Rider Main,MDPE,50,Taupo,46.93,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
61,68,Rider Main,MDPE,50,Taupo,0.22,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
62,68,Rider Main,MDPE,50,Taupo,11.59,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
63,68,Rider Main,MDPE,50,Taupo,0.5,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
64,68,Rider Main,MDPE,50,Taupo,12.9,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
65,68,Rider Main,MDPE,50,Taupo,95.37,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
66,68,Rider Main,MDPE,50,Taupo,0.15,2016-12-01 13:30:22+00:00,TLDC AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
67,68,Water Main,uPVC,250,Taupo,61.25,2017-03-31 11:05:09+00:00,Central Surveys AsBuilt Drawings,2017-06-15 15:34:27+00:00,Water_Main,Public ,Taupo,Yes,0
68,68,Water Main,uPVC,250,Taupo,25.05,2017-03-31 11:05:09+00:00,Central Surveys AsBuilt Drawings,2017-06-15 15:34:27+00:00,Water_Main,Public ,Taupo,Yes,0
69,68,Water Main,uPVC,250,Taupo,10.86,2017-03-31 11:05:09+00:00,Central Surveys AsBuilt Drawings,2017-06-15 15:34:27+00:00,Water_Main,Public ,Taupo,Yes,0
70,68,Water Main,uPVC,250,Taupo,117.27,2017-05-22 11:05:09+00:00,Central Surveys AsBuilt Drawings,2017-08-22 13:27:48+00:00,Water_Main,Public ,Taupo,Yes,0
71,68,Water Main,uPVC,100,Taupo,1.3,2017-03-31 11:05:09+00:00,Central Surveys AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
72,68,Water Main,uPVC,100,Taupo,27.47,2017-03-31 11:05:09+00:00,Central Surveys AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
73,68,Rider Main,MDPE,50,Taupo,13.42,2017-03-31 11:05:09+00:00,Central Surveys AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
74,68,Rider Main,MDPE,50,Taupo,133.02,2017-03-31 11:05:09+00:00,Central Surveys AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
75,68,Rider Main,uPVC,100,Taupo,0.84,2016-06-28 00:00:00+00:00,Cheal Consultants Ltd.,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
76,68,Rider Main,MDPE,50,Taupo,0.15,2016-06-28 00:00:00+00:00,Cheal Consultants Ltd.,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
77,68,Rider Main,MDPE,50,Taupo,198.57,2016-06-28 00:00:00+00:00,Cheal Consultants Ltd.,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
78,68,Water Main,MDPE,50,Mapara Road,45.36,2016-09-12 10:36:53+00:00,C. Keith Surveyor,2017-11-27 09:38:16+00:00,Water_Main,Public ,Mapara Road,Yes,0
79,68,Water Main,MDPE,50,Taupo,10.81,2016-11-28 14:25:03+00:00,Cheal AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
80,68,Water Main,MDPE,50,Taupo,0.39,2016-11-28 14:28:09+00:00,Cheal AsBuilt drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
81,68,Water Main,uPVC,100,Taupo,63.75,2001-03-01 13:24:49+00:00,TDC Contract 458,2018-01-15 09:50:49+00:00,Water_Main,Public ,Taupo,Yes,0
82,68,Water Main,uPVC,100,Taupo,78.63,2001-03-01 13:26:53+00:00,TDC Contract 458,2018-01-15 09:51:53+00:00,Water_Main,Public ,Taupo,Yes,0
83,68,Water Main,uPVC,100,Taupo,42.64,2001-03-01 13:38:59+00:00,TDC Contract 458,2018-01-15 09:53:45+00:00,Water_Main,Public ,Taupo,Yes,0
84,68,Water Main,uPVC,100,Taupo,60.49,2001-03-01 13:45:30+00:00,TDC Contract,2018-01-15 09:55:05+00:00,Water_Main,Public ,Taupo,Yes,0
85,68,Water Main,uPVC,100,Taupo,0.55,2001-03-01 13:47:18+00:00,TDC Contract 458,2018-01-15 09:55:27+00:00,Water_Main,Public ,Taupo,Yes,0
86,68,Water Main,uPVC,100,Taupo,85.28,2001-03-01 13:50:10+00:00,TDC Contract 458,2018-01-15 09:56:42+00:00,Water_Main,Public ,Taupo,Yes,0
87,68,Water Main,uPVC,100,Kinloch,59.12,2017-05-11 14:34:08+00:00,Cheal AsBuilt drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Kinloch,Yes,0
88,68,Water Main,uPVC,100,Kinloch,6.32,2017-05-11 14:38:12+00:00,Cheal AsBuilt drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Kinloch,Yes,0
89,68,Water Main,PE80,50,Kinloch,77.35,2017-05-11 14:48:29+00:00,Cheal AsBuilt drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Kinloch,Yes,0
90,68,Water Main,uPVC,100,Kinloch,0.51,2017-05-11 14:53:39+00:00,Cheal AsBuilt drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Kinloch,Yes,0
91,68,Rising/Falling Main,uPVC,200,Kinloch,38.72,2004-12-01 00:00:00+00:00,07 As-Built Plan Digitised (High Error),2020-01-10 09:53:22+00:00,Water_Main,Public ,Kinloch,Yes,0
92,68,Water Main,uPVC,100,Kinloch,2.57,2017-05-11 15:48:33+00:00,Cheal AsBuilt drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Kinloch,Yes,0
93,68,Water Main,uPVC,100,Kinloch,113.68,2017-05-11 16:13:27+00:00,Cheal AsBuilt drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Kinloch,Yes,0
94,68,Water Main,uPVC,100,Taupo - South,95.25,2010-03-19 00:00:00+00:00,04 As-Built Plan (Electronic),2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
95,68,Water Main,PVC O,100,Taupo,106.55,2017-05-24 13:23:39+00:00,TLDC AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
96,68,Rider Main,MDPE,50,Taupo,0.2,2017-05-24 13:23:39+00:00,TLDC AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
97,68,Rider Main,MDPE,50,Taupo,115.92,2017-05-24 13:23:39+00:00,TLDC AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
103,68,Water Main,PE,150,Acacia Bay,0.29,2014-05-30 13:35:43+00:00,AsBuilt Plans,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Acacia Bay,Yes,0
104,68,Water Main,PE,150,Acacia Bay,0.28,2014-05-30 13:35:43+00:00,AsBuilt Plans,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Acacia Bay,Yes,0
141,68,Water Main,PE100,125,Taupo,0.76,2016-03-11 00:00:00+00:00,Central Surveys AsBuilt Plan,2018-03-15 16:05:47+00:00,Water_Main,Public ,Taupo,Yes,0
142,68,Water Main,PE100,125,Taupo,51.79,2016-03-11 00:00:00+00:00,Central Surveys AsBuilt Plan,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
143,68,Water Main,PE100,125,Taupo,117.93,2016-03-11 00:00:00+00:00,Central Surveys AsBuilt Plan,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
144,68,Water Main,PE100,125,Taupo,114.5,2016-03-11 00:00:00+00:00,Central Surveys AsBuilt Plan,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
145,68,Water Main,uPVC,200,Taupo - South,156.87,2005-12-07 00:00:00+00:00,06 As-Built Plan Digitised (Low Error),2018-01-15 09:59:51+00:00,Water_Main,Public ,Taupo,Yes,0
146,68,Water Main,uPVC,200,Taupo - South,1.19,2005-12-07 00:00:00+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
147,68,Water Main,PVC O,200,Taupo,23.27,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
148,68,Water Main,PVC O,100,Taupo,2.57,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
149,68,Water Main,PVC O,100,Taupo,1.32,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
150,68,Water Main,PVC O,100,Taupo,124.09,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
151,68,Rider Main,HDPE,50,Taupo,51.67,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
152,68,Rider Main,HDPE,50,Taupo,108.28,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
153,68,Rider Main,HDPE,50,Taupo,0.5,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
154,68,Water Main,PVC O,150,Taupo,0.43,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
155,68,Water Main,PVC O,150,Taupo,23.11,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
156,68,Water Main,PVC O,150,Taupo,1.25,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
157,68,Water Main,PVC O,150,Taupo,1.12,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
158,68,Rider Main,HDPE,50,Taupo,0.72,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
159,68,Rider Main,HDPE,50,Taupo,0.38,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
160,68,Water Main,PVC O,100,Taupo,62.43,2017-08-11 15:14:13+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
161,68,Rider Main,HDPE,50,Taupo,0.13,2017-08-11 15:14:13+00:00,Lake Terrace Development Company AsBuilt Drawings,2021-04-13 14:38:08+00:00,Water_Main,Connectivity,Taupo,Yes,0
162,68,Rider Main,HDPE,63,Taupo,60.37,2017-08-11 15:45:18+00:00,Lake Terrace Development Company AsBuilt Drawings,2019-10-22 16:50:42+00:00,Water_Main,Public ,Taupo,Yes,0
163,68,Rider Main,HDPE,50,Taupo,0.82,2017-08-11 15:45:18+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
164,68,Rider Main,HDPE,63,Taupo,34.52,2017-08-11 15:45:18+00:00,Lake Terrace Development Company AsBuilt Drawings,2019-10-22 16:42:03+00:00,Water_Main,Public ,Taupo,Yes,0
165,68,Rider Main,HDPE,63,Taupo,24.54,2017-08-11 15:45:18+00:00,Lake Terrace Development Company AsBuilt Drawings,2019-10-22 16:40:17+00:00,Water_Main,Public ,Taupo,Yes,0
171,68,Rider Main,HDPE,50,Taupo,59.28,2017-08-11 15:18:38+00:00,Lake Terrace Development Company AsBuilt Drawings,2017-11-27 09:35:10+00:00,Water_Main,Public ,Taupo,Yes,0
172,68,Water Main,PE,100,Taupo,26.14,2013-11-29 00:00:00+00:00,Mel Montesa,2018-01-12 09:22:21+00:00,Water_Main,Public ,Taupo,Yes,0
173,68,Water Main,PVC,300,Taupo - Central,113.16,2013-01-21 00:00:00+00:00,04 As-Built Plan (Electronic),2017-11-24 10:44:04+00:00,Water_Main,Public ,Taupo,Yes,0
174,68,Water Main,PVC,300,Taupo - Central,73.0,2013-01-21 00:00:00+00:00,04 As-Built Plan (Electronic),2017-11-24 10:47:08+00:00,Water_Main,Public ,Taupo,Yes,0
175,68,Water Main,PE80,200,Taupo,0.7,2017-07-21 10:51:39+00:00,Overington Surveyors AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
176,68,Water Main,PE80,200,Taupo,11.61,2017-07-21 10:51:39+00:00,Overington Surveyors AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
177,68,Water Main,PE80,200,Taupo,83.3,2017-07-21 10:51:39+00:00,Overington Surveyors AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
178,68,Water Main,PE80,200,Taupo,0.51,2017-07-21 10:51:39+00:00,Overington Surveyors AsBuilt Drawings,2017-11-27 09:38:16+00:00,Water_Main,Public ,Taupo,Yes,0
179,68,Water Main,PVC,300,Taupo,1.23,2013-01-21 10:51:39+00:00,Overington Surveyors AsBuilt Drawings,2017-11-24 11:13:06+00:00,Water_Main,Public ,Taupo,Yes,0
185,68,Water Main,uPVC,100,Taupo - North,0.63,2000-09-20 00:00:00+00:00,07 As-Built Plan Digitised (High Error),2018-01-15 10:00:43+00:00,Water_Main,Public ,Taupo,Yes,0
186,68,Water Main,PE100,180,Taupo,0.54,2015-03-26 00:00:00+00:00,Cheal asbuilt,2017-12-12 13:11:47+00:00,Water_Main,Public ,Taupo,Yes,0
187,68,Water Main,PE100,180,Taupo,10.08,2015-03-26 00:00:00+00:00,Cheal asbuilt,2017-12-12 13:15:37+00:00,Water_Main,Public ,Taupo,Yes,0
188,68,Water Main,PE100,180,Taupo,1.39,2015-03-26 00:00:00+00:00,Cheal asbuilt,2018-04-26 14:00:30+00:00,Water_Main,Public ,Taupo,Yes,0
189,68,Water Main,PE100,180,Taupo,159.18,2015-03-26 00:00:00+00:00,Cheal asbuilt,2018-01-15 09:35:45+00:00,Water_Main,Public ,Taupo,Yes,0
190,68,Water Main,PE100,180,Taupo,3.65,2015-03-26 00:00:00+00:00,Cheal asbuilt,2018-01-15 09:36:16+00:00,Water_Main,Public ,Taupo,Yes,0
193,68,Rising Main,PE100,200,Mapara Road,8.16,2017-03-01 00:00:00+00:00,Spartan Construction Asbuilt,2021-06-18 10:24:22+00:00,Water_Main,Public ,Mapara Road,Yes,0
194,68,Rising Main,PE100,225,Mapara Road,345.58,2017-03-01 00:00:00+00:00,Spartan Construction Asbuilt,2021-06-18 10:24:22+00:00,Water_Main,Public ,Mapara Road,Yes,0
195,68,Rising Main,PE100,500,Taupo,176.19,2015-07-20 18:51:34+00:00,11 Council Officer,2020-06-16 15:41:30+00:00,Water_Main,Treatment,Taupo,No,0
197,68,Water Main,AC,50,Taupo,9.7,1993-10-05 09:22:04+00:00,Mike Eulink Hand Drawn asBuilt,2018-01-09 09:24:52+00:00,Water_Main,Public ,Taupo,Yes,0
